NAME_1,NAME_2,NAME_3,very low,low,medium,high
Ratchaburi,Ban Pong,Ban Muang,3454,39,21,7
Ratchaburi,Ban Pong,Boek Phrai,881,5,0,0
Ratchaburi,Ban Pong,Don Krabueang,4785,85,47,61
Ratchaburi,Ban Pong,Khao Khlung,2806,73,44,70
Ratchaburi,Ban Pong,Khung Phayom,5558,22,9,2
Ratchaburi,Ban Pong,Nakhon Chum,4425,55,6,6
Ratchaburi,Ban Pong,Nong Kop,4974,96,64,54
Ratchaburi,Ban Pong,Nong O,14589,349,141,91
Ratchaburi,Ban Pong,Nong Pla Mo,2177,29,10,5
Ratchaburi,Ban Pong,Pak Raet,1172,37,6,9
Ratchaburi,Ban Pong,Suan Kluai,7932,192,63,53
Ratchaburi,Bang Phae,Don Kha,5329,84,43,37
Ratchaburi,Bang Phae,Don Yai,5754,99,57,57
Ratchaburi,Bang Phae,Hua Pho,5277,110,43,60
Ratchaburi,Bang Phae,NA,24824,552,253,209
Ratchaburi,Bang Phae,Wat Kaeo,7597,125,66,59
Ratchaburi,Chom Bung,Boek Phrai,7889,158,139,196
Ratchaburi,Chom Bung,Chom Bueng,15642,397,265,278
Ratchaburi,Chom Bung,Dan Thap Tako,3626,84,72,184
Ratchaburi,Chom Bung,Kaem On,1151,14,19,28
Ratchaburi,Chom Bung,Pak Chong,11997,189,173,164
Ratchaburi,Chom Bung,Rang Bua,11178,169,125,209
Ratchaburi,Damnoen Saduak,Ban Rai,6779,110,66,60
Ratchaburi,Damnoen Saduak,Bua Ngam,3190,102,66,38
Ratchaburi,Damnoen Saduak,Damnoen Saduak,6149,101,50,37
Ratchaburi,Damnoen Saduak,Don Khlang,4560,54,13,9
Ratchaburi,Damnoen Saduak,Don Kruai,10632,174,93,77
Ratchaburi,Damnoen Saduak,Don Phai,4499,41,20,10
Ratchaburi,Damnoen Saduak,Khun Phithak,5370,53,21,17
Ratchaburi,Damnoen Saduak,Phaengphuai,7545,141,50,52
Ratchaburi,Damnoen Saduak,Prasat Sit,4979,64,23,12
Ratchaburi,Damnoen Saduak,Si Muen,2803,40,10,1
Ratchaburi,Damnoen Saduak,Si Surat,3507,71,36,11
Ratchaburi,Damnoen Saduak,Ta Luang,2289,12,7,8
Ratchaburi,Damnoen Saduak,Tha Nat,5190,73,32,32
Ratchaburi,K. Ban Kha,NA,576,0,0,0
Ratchaburi,Muang Ratchaburi,Ang Thong,9578,130,48,76
Ratchaburi,Muang Ratchaburi,Ban Rai,5423,74,60,50
Ratchaburi,Muang Ratchaburi,Bang Pa,4213,57,47,22
Ratchaburi,Muang Ratchaburi,Chedi Hak,17734,237,111,129
Ratchaburi,Muang Ratchaburi,Don Rae,5139,21,15,6
Ratchaburi,Muang Ratchaburi,Don Tako,14544,101,20,8
Ratchaburi,Muang Ratchaburi,Hin Kong,11255,265,135,125
Ratchaburi,Muang Ratchaburi,Huai Phai,9852,169,66,54
Ratchaburi,Muang Ratchaburi,Khao Raeng,30718,369,143,101
Ratchaburi,Muang Ratchaburi,Khu Bua,9594,321,156,198
Ratchaburi,Muang Ratchaburi,Khung Krathin,4431,65,18,15
Ratchaburi,Muang Ratchaburi,Khung Nam Won,3140,47,25,15
Ratchaburi,Muang Ratchaburi,Ko Phlapphla,14155,205,104,81
Ratchaburi,Muang Ratchaburi,Lum Din,4633,35,22,15
Ratchaburi,Muang Ratchaburi,Nam Phu,5538,166,107,117
Ratchaburi,Muang Ratchaburi,Nong Klang Na,4217,33,2,7
Ratchaburi,Muang Ratchaburi,Phikun Thong,4104,51,21,26
Ratchaburi,Muang Ratchaburi,Sam Ruean,4803,53,1,5
Ratchaburi,Muang Ratchaburi,Tha Rap,3780,14,4,2
Ratchaburi,Pak Tho,Ang Hin,8051,145,103,117
Ratchaburi,Pak Tho,Bo Kradan,2905,72,49,17
Ratchaburi,Pak Tho,Don Sai,13409,366,167,187
Ratchaburi,Pak Tho,Nong Krathum,4068,117,28,24
Ratchaburi,Pak Tho,Pa Kai,2848,93,40,67
Ratchaburi,Pak Tho,Pak Tho,4927,99,38,53
Ratchaburi,Pak Tho,Thung Luang,16225,251,136,135
Ratchaburi,Pak Tho,Wan Dao,1238,70,26,45
Ratchaburi,Pak Tho,Wang Manao,6998,85,45,46
Ratchaburi,Pak Tho,Wat Yang Ngam,2117,32,11,5
Ratchaburi,Pak Tho,Yang Hak,9602,74,50,61
Ratchaburi,Photharam,Ban Khong,9556,148,73,72
Ratchaburi,Photharam,Ban Sing,11810,230,111,64
Ratchaburi,Photharam,Bang Tanot,4248,28,4,3
Ratchaburi,Photharam,Chamrae,5219,53,29,58
Ratchaburi,Photharam,Chet Samian,5752,25,6,1
Ratchaburi,Photharam,Don Krabueang,14356,281,128,109
Ratchaburi,Photharam,Don Sai,6543,96,26,49
Ratchaburi,Photharam,Khao Cha-ngum,13277,273,160,178
Ratchaburi,Photharam,Khlong Khoi,4109,23,6,0
Ratchaburi,Photharam,Khlong Ta Khot,15023,200,104,64
Ratchaburi,Photharam,Nang Kaeo,3826,133,39,39
Ratchaburi,Photharam,Nong Pho,5746,109,29,60
Ratchaburi,Photharam,Soi Fa,5228,70,50,39
Ratchaburi,Photharam,Tao Pun,7079,177,73,76
Ratchaburi,Photharam,Tha Chumphon,6322,110,63,44
Ratchaburi,Photharam,Thammasen,6492,156,67,68
Ratchaburi,Suan Phung,Pa Wai,466,7,3,23
Ratchaburi,Suan Phung,Tha Khoei,508,9,12,13
Ratchaburi,Wat Phleng,Chom Prathat,3614,32,31,21
Ratchaburi,Wat Phleng,Ko San Phra,2639,43,15,22
Ratchaburi,Wat Phleng,Wat Phleng,4629,48,24,5
Rayong,Ban Chang,Ban Chang,27455,0,0,0
Rayong,Ban Chang,Phla,21362,0,0,0
Rayong,Ban Chang,Samnak Thon,21342,0,0,0
Rayong,Ban Khai,Ban Khai,7217,0,0,0
Rayong,Ban Khai,Bang But,10324,0,0,0
Rayong,Ban Khai,Chak Bok,10074,0,0,0
Rayong,Ban Khai,Nong Bua,13426,0,0,0
Rayong,Ban Khai,Nong Lalok,18679,0,0,0
Rayong,Ban Khai,Nong Taphan,8062,0,0,0
Rayong,Ban Khai,Ta Khan,11385,0,0,0
Rayong,K. Khao Chamao,Cham Kho,5353,0,0,0
Rayong,K. Khao Chamao,Huai Thap Mon,5747,0,0,0
Rayong,K. Khao Chamao,Nam Pen,8037,0,0,0
Rayong,K. Nikhom Pattan,NA,77206,0,0,0
Rayong,Klaeng,Ban Na,3309,0,0,0
Rayong,Klaeng,Chak Don,7749,0,0,0
Rayong,Klaeng,Chakphong,9434,0,0,0
Rayong,Klaeng,Khlong Pun,4216,0,0,0
Rayong,Klaeng,Kong Din,7541,0,0,0
Rayong,Klaeng,Kram,5333,0,0,0
Rayong,Klaeng,Krasae Bon,4096,0,0,0
Rayong,Klaeng,Noen Kho,6889,0,0,0
Rayong,Klaeng,Pak Nam Krasae,3607,0,0,0
Rayong,Klaeng,Phang Rat,4244,0,0,0
Rayong,Klaeng,Thang Kwian,12780,0,0,0
Rayong,Klaeng,Thung Khwai Kin,9946,0,0,0
Rayong,Klaeng,Wang Wa,7767,0,0,0
Rayong,Muang Rayong,Ban Laeng,8087,0,0,0
Rayong,Muang Rayong,Choeng Noen,17847,0,0,0
Rayong,Muang Rayong,Kachet,12127,0,0,0
Rayong,Muang Rayong,Klaeng,13058,0,0,0
Rayong,Muang Rayong,Na Ta Khwan,7658,0,0,0
Rayong,Muang Rayong,Nam Khok,102322,0,0,0
Rayong,Muang Rayong,Noen Phra,32249,0,0,0
Rayong,Muang Rayong,Phe,17185,0,0,0
Rayong,Muang Rayong,Taphong,22190,0,0,0
Rayong,Muang Rayong,Thap Ma,27964,0,0,0
Rayong,Pluak Daeng,Lahan,7952,0,0,0
Rayong,Pluak Daeng,Maenam Khu,18322,0,0,0
Rayong,Pluak Daeng,Map Yang Phon,54626,0,0,0
Rayong,Pluak Daeng,Pluak Daeng,37348,0,0,0
Rayong,Pluak Daeng,Ta Sit,20380,0,0,0
Rayong,Wang Chan,Chum Saeng,8324,0,0,0
Rayong,Wang Chan,Pa Yup Nai,6601,0,0,0
Rayong,Wang Chan,Wang Chan,7390,0,0,0
Samut Prakan,Bang Bo,Ban Rakat,7473,191,110,56
Samut Prakan,Bang Bo,Bang Bo,23851,681,264,193
Samut Prakan,Bang Bo,Bang Phli Noi,8604,160,49,53
Samut Prakan,Bang Bo,Bang Phriang,19065,348,143,114
Samut Prakan,Bang Bo,Khlong Dan,18671,334,139,120
Samut Prakan,Bang Bo,Khlong Niyom Yattra,4518,116,47,42
Samut Prakan,Bang Bo,Khlong Suan,2389,32,22,19
Samut Prakan,Bang Bo,Preng,4152,99,40,55
Samut Prakan,Bang Plee,Bang Chalong,27628,375,135,101
Samut Prakan,Bang Plee,Bang Kaeo,40474,395,101,43
Samut Prakan,Bang Plee,Bang Phli Yai,65967,617,247,165
Samut Prakan,Bang Plee,Bang Pla,34120,519,177,141
Samut Prakan,Bang Plee,Nong Prue,5552,74,40,34
Samut Prakan,Bang Plee,Racha Thewa,30384,234,81,66
Samut Prakan,K. Bang Sao Thon,NA,61402,1055,417,298
Samut Prakan,Muang Samut Prakan,Bang Duan,4197,15,5,20
Samut Prakan,Muang Samut Prakan,Bang Mueang,18228,188,73,81
Samut Prakan,Muang Samut Prakan,Bang Mueang Mai,21322,200,98,38
Samut Prakan,Muang Samut Prakan,Bang Prong,5045,49,24,28
Samut Prakan,Muang Samut Prakan,NA,94202,1060,351,309
Samut Prakan,Muang Samut Prakan,Phraek Sa,46479,415,135,90
Samut Prakan,Muang Samut Prakan,Samrong Nuea,35759,300,70,43
Samut Prakan,Muang Samut Prakan,Thepharak,27497,213,52,28
Samut Prakan,Phra Pra Daeng,Bang Kachao,4069,23,13,1
Samut Prakan,Phra Pra Daeng,Bang Ko Bua,4377,21,7,2
Samut Prakan,Phra Pra Daeng,Bang Krasop,2468,20,7,0
Samut Prakan,Phra Pra Daeng,Bang Nam Phueng,3607,6,0,0
Samut Prakan,Phra Pra Daeng,Bang Yo,5428,54,26,13
Samut Prakan,Phra Pra Daeng,NA,72947,775,320,290
Samut Prakan,Phra Pra Daeng,Song Khanong,3720,9,3,2
Samut Prakan,Phra Samut Jadee,Ban Khlong Suan,31365,493,206,125
Samut Prakan,Phra Samut Jadee,Laem Fa Pha,9785,145,15,16
Samut Prakan,Phra Samut Jadee,Na Kluea,5836,69,12,4
Samut Prakan,Phra Samut Jadee,Nai Khlong Bang Pla Kot,25304,255,54,51
Samut Prakan,Phra Samut Jadee,Pak Khlong Bang Pla Kot,8322,78,34,17
Samut Sakhon,Ban Phaeo,Amphaeng,6490,77,44,35
Samut Sakhon,Ban Phaeo,Ban Phaeo,9661,161,63,63
Samut Sakhon,Ban Phaeo,Chet Rio,5013,100,33,23
Samut Sakhon,Ban Phaeo,Kaset Phatthana,3778,34,14,8
Samut Sakhon,Ban Phaeo,Khlong Tan,4530,47,20,12
Samut Sakhon,Ban Phaeo,Lak Sam,14403,166,75,74
Samut Sakhon,Ban Phaeo,Lak Song,5382,66,48,6
Samut Sakhon,Ban Phaeo,Nong Bua,4636,45,25,11
Samut Sakhon,Ban Phaeo,Nong Song Hong,6264,92,40,31
Samut Sakhon,Ban Phaeo,Rong Khe,11526,209,67,99
Samut Sakhon,Ban Phaeo,Suan Som,3998,28,27,5
Samut Sakhon,Ban Phaeo,Yokkrabat,10237,244,98,83
Samut Sakhon,Krathum Baen,Bang Yang,8037,89,24,33
Samut Sakhon,Krathum Baen,Don Kai Di,7765,117,45,20
Samut Sakhon,Krathum Baen,Khae Rai,6098,148,44,32
Samut Sakhon,Krathum Baen,Khlong Maduea,11198,134,66,37
Samut Sakhon,Krathum Baen,Nong Nok Khai,3946,58,9,8
Samut Sakhon,Krathum Baen,Om Noi,25855,453,152,117
Samut Sakhon,Krathum Baen,Suan Luang,28886,363,95,83
Samut Sakhon,Krathum Baen,Talat Krathum Baen,5583,71,17,15
Samut Sakhon,Krathum Baen,Tha Mai,7869,57,24,45
Samut Sakhon,Krathum Baen,Tha Sao,10675,156,87,36
Samut Sakhon,Muang Samut Sakhon,Ban Bo,6754,165,76,65
Samut Sakhon,Muang Samut Sakhon,Ban Ko,15392,224,64,50
Samut Sakhon,Muang Samut Sakhon,Bang Krachao,10618,214,81,44
Samut Sakhon,Muang Samut Sakhon,Bang Nam Chuet,26849,534,151,78
Samut Sakhon,Muang Samut Sakhon,Bang Tho Rat,9984,324,162,167
Samut Sakhon,Muang Samut Sakhon,Bang Ya Phraek,15159,259,94,90
Samut Sakhon,Muang Samut Sakhon,Chai Mongkon,5946,164,53,54
Samut Sakhon,Muang Samut Sakhon,Kalong,4902,216,136,79
Samut Sakhon,Muang Samut Sakhon,Khok Kham,21256,377,159,76
Samut Sakhon,Muang Samut Sakhon,Khok Krabue,14923,403,93,84
Samut Sakhon,Muang Samut Sakhon,Krokkrak,2402,81,50,87
Samut Sakhon,Muang Samut Sakhon,Maha Chai,12410,286,84,64
Samut Sakhon,Muang Samut Sakhon,Na Di,27752,514,186,121
Samut Sakhon,Muang Samut Sakhon,Na Khok,4934,132,48,39
Samut Sakhon,Muang Samut Sakhon,Phanthai Norasing,22028,303,83,79
Samut Sakhon,Muang Samut Sakhon,Tha Chalom,3947,52,22,13
Samut Sakhon,Muang Samut Sakhon,Tha Chin,10396,182,66,39
Samut Sakhon,Muang Samut Sakhon,Tha Sai,18797,348,133,100
Samut Songkhram,Amphawa,Amphawa,1886,33,13,21
Samut Songkhram,Amphawa,Bang Chang,5784,126,63,76
Samut Songkhram,Amphawa,Bang Khae,2556,39,29,9
Samut Songkhram,Amphawa,Bang Nang Li,2733,34,4,2
Samut Songkhram,Amphawa,Khwae Om,2609,30,8,2
Samut Songkhram,Amphawa,Mueang Mai,4506,53,11,8
Samut Songkhram,Amphawa,Phraek Nam Daeng,4168,116,63,89
Samut Songkhram,Amphawa,Plai Phongphang,7640,70,14,11
Samut Songkhram,Amphawa,Suan Luang,4493,66,29,15
Samut Songkhram,Amphawa,Tha Kha,6752,85,30,10
Samut Songkhram,Amphawa,Wat Pradu,4270,79,54,67
Samut Songkhram,Amphawa,Yisan,3945,110,42,28
Samut Songkhram,Bang Khon Ti,Ban Pramot,1231,5,3,7
Samut Songkhram,Bang Khon Ti,Bang Khonthi,1974,21,0,0
Samut Songkhram,Bang Khon Ti,Bang Krabue,1213,1,0,0
Samut Songkhram,Bang Khon Ti,Bang Kung,1572,20,12,3
Samut Songkhram,Bang Khon Ti,Bang Nok Khwaek,1541,12,4,2
Samut Songkhram,Bang Khon Ti,Bang Phrom,2798,42,20,16
Samut Songkhram,Bang Khon Ti,Bang Sakae,2126,8,3,12
Samut Songkhram,Bang Khon Ti,Bang Yi Rong,1860,19,7,18
Samut Songkhram,Bang Khon Ti,Chom Pluak,2146,49,4,7
Samut Songkhram,Bang Khon Ti,Don Manora,2210,20,3,7
Samut Songkhram,Bang Khon Ti,Kradangnga,3854,68,11,3
Samut Songkhram,Bang Khon Ti,Rong Hip,1656,6,1,1
Samut Songkhram,Bang Khon Ti,Yai Phaeng,1241,13,3,2
Samut Songkhram,Muang Samut Songkhram,Ban Prok,7276,163,40,46
Samut Songkhram,Muang Samut Songkhram,Bang Chakreng,3157,83,47,28
Samut Songkhram,Muang Samut Songkhram,Bang Kaeo,7613,194,82,77
Samut Songkhram,Muang Samut Songkhram,Bang Khan Taek,7670,90,55,26
Samut Songkhram,Muang Samut Songkhram,Khlong Khoen,2569,28,6,6
Samut Songkhram,Muang Samut Songkhram,Khlong Khon,5906,93,54,70
Samut Songkhram,Muang Samut Songkhram,Laem Yai,5755,183,101,82
Samut Songkhram,Muang Samut Songkhram,Lat Yai,14543,217,94,73
Samut Songkhram,Muang Samut Songkhram,Mae Klong,17106,454,144,80
Samut Songkhram,Muang Samut Songkhram,Nang Takian,6588,60,39,29
Samut Songkhram,Muang Samut Songkhram,Thai Hat,4019,135,45,28
Ang Thong,Chaiyo,Chaiyaphum,2897,34,5,8
Ang Thong,Chaiyo,Chaiyarit,2147,5,4,0
Ang Thong,Chaiyo,Chaiyo,2511,28,6,3
Ang Thong,Chaiyo,Chawai,1354,43,10,5
Ang Thong,Chaiyo,Chorakhe Rong,2727,23,19,13
Ang Thong,Chaiyo,Lak Fa,1113,7,4,0
Ang Thong,Chaiyo,Ratchasathit,1622,22,3,4
Ang Thong,Chaiyo,Thewarat,2403,29,11,4
Ang Thong,Chaiyo,Tri Narong,1205,12,0,0
Ang Thong,Muang Ang Thong,Ban Hae,2597,6,5,9
Ang Thong,Muang Ang Thong,Ban It,4938,52,12,4
Ang Thong,Muang Ang Thong,Ban Ri,1377,12,10,1
Ang Thong,Muang Ang Thong,Champa Lo,5990,55,16,12
Ang Thong,Muang Ang Thong,Hua Phai,3016,41,15,9
Ang Thong,Muang Ang Thong,Khlong Wua,3157,19,11,8
Ang Thong,Muang Ang Thong,Mahat Thai,1338,10,1,0
Ang Thong,Muang Ang Thong,Pa Ngio,5413,53,11,2
Ang Thong,Muang Ang Thong,Phosa,3918,72,26,12
Ang Thong,Muang Ang Thong,Sala Daeng,5905,98,17,24
Ang Thong,Muang Ang Thong,Talat Kruat,1853,13,2,2
Ang Thong,Muang Ang Thong,Yan Sue,4744,19,14,1
Ang Thong,Pa Mok,Bang Sadet,2921,26,4,3
Ang Thong,Pa Mok,Ekkarat,4223,40,12,14
Ang Thong,Pa Mok,Norasing,2709,24,1,3
Ang Thong,Pa Mok,Phong Pheng,10557,98,35,16
Ang Thong,Pa Mok,Rong Chang,1978,17,20,4
Ang Thong,Pa Mok,Sai Thong,3204,29,17,23
Ang Thong,Pho Thong,Ang Kaeo,4977,34,13,17
Ang Thong,Pho Thong,Bang Chao Cha,2665,20,8,2
Ang Thong,Pho Thong,Bang Phlap,3338,17,8,9
Ang Thong,Pho Thong,Bang Rakam,1986,21,7,9
Ang Thong,Pho Thong,Bo Rae,1839,14,12,4
Ang Thong,Pho Thong,Inthapramun,2824,24,6,5
Ang Thong,Pho Thong,Kham Yat,2455,11,3,8
Ang Thong,Pho Thong,Khok Phutsa,2590,6,2,3
Ang Thong,Pho Thong,Nong Mae Kai,4792,63,13,24
Ang Thong,Pho Thong,Ongkharak,4923,13,4,0
Ang Thong,Pho Thong,Pho Rang Nok,1617,3,0,0
Ang Thong,Pho Thong,Ram Masak,6805,51,28,36
Ang Thong,Pho Thong,Sam Ngam,825,0,0,0
Ang Thong,Pho Thong,Thang Phra,1843,34,10,19
Ang Thong,Pho Thong,Yang Sai,4909,35,0,0
Ang Thong,Samko,Op Thom,3880,39,17,25
Ang Thong,Samko,Pho Muang Phan,13205,167,70,72
Ang Thong,Sawaengha,Ban Phran,3671,29,17,17
Ang Thong,Sawaengha,Chamlong,2647,18,1,0
Ang Thong,Sawaengha,Huai Phai,2435,30,12,14
Ang Thong,Sawaengha,Sawaeng Ha,7437,93,32,26
Ang Thong,Sawaengha,Si Bua Thong,6302,66,24,20
Ang Thong,Sawaengha,Si Phran,2060,2,0,0
Ang Thong,Sawaengha,Wang Nam Yen,4396,14,10,12
Ang Thong,Wiset Chai Chan,Bang Chak,4060,43,13,7
Ang Thong,Wiset Chai Chan,Hua Taphan,3548,19,15,10
Ang Thong,Wiset Chai Chan,Huai Khan Laen,2254,16,0,0
Ang Thong,Wiset Chai Chan,Khlong Khanak,3787,36,2,2
Ang Thong,Wiset Chai Chan,Lak Kaeo,4133,84,34,40
Ang Thong,Wiset Chai Chan,Muang Tia,5333,70,16,16
Ang Thong,Wiset Chai Chan,Phai Cham Sin,4339,23,10,1
Ang Thong,Wiset Chai Chan,Phai Dam Phatthana,3097,49,24,20
Ang Thong,Wiset Chai Chan,Phai Wong,2787,24,16,3
Ang Thong,Wiset Chai Chan,San Chao Rong Thong,6776,47,21,20
Ang Thong,Wiset Chai Chan,Sao Rong Hai,4029,46,21,10
Ang Thong,Wiset Chai Chan,Si Roi,2854,58,28,8
Ang Thong,Wiset Chai Chan,Talat Mai,1797,39,24,14
Ang Thong,Wiset Chai Chan,Tha Chang,4194,32,18,12
Ang Thong,Wiset Chai Chan,Yi Lon,3836,22,12,3
Bangkok Metropolis,Don Muang,NA,8398,30,13,3
Chai Nat,Han Kha,Ban Chian,7277,74,12,8
Chai Nat,Han Kha,Hankha,8128,136,90,70
Chai Nat,Han Kha,Huai Ngu,8104,64,32,35
Chai Nat,Han Kha,Nong Saeng,7116,71,41,21
Chai Nat,Han Kha,Phrai Nok Yung/Den Yai,12614,112,40,24
Chai Nat,Han Kha,Wang Kai Thuean,6588,62,22,15
Chai Nat,K. Noen Kham,Noen Kham,5618,137,46,42
Chai Nat,K. Noen Kham,Suk Duean Ha,11153,120,41,38
Chai Nat,K. Nong Ma Mong,Kut Chok,6155,35,16,6
Chai Nat,K. Nong Ma Mong,Nong Mamong,7211,69,24,4
Chai Nat,K. Nong Ma Mong,Saphan Hin,2150,30,12,11
Chai Nat,K. Nong Ma Mong,Wang Ta Khian,8223,66,29,14
Chai Nat,Manorom,Hang Nam Sakon,6353,77,13,5
Chai Nat,Manorom,Khung Samphao,6357,57,19,7
Chai Nat,Manorom,Rai Phatthana,2433,14,2,1
Chai Nat,Manorom,Sila Dan,3300,18,6,0
Chai Nat,Manorom,Tha Chanuan,6108,51,14,14
Chai Nat,Manorom,U Taphao,2670,54,29,21
Chai Nat,Manorom,Wat Khok,4918,29,9,9
Chai Nat,Muang Chai Nat,Ban Kluai,6016,95,70,98
Chai Nat,Muang Chai Nat,Chai Nat,7002,47,29,44
Chai Nat,Muang Chai Nat,Hat Tha Sao,4985,39,27,22
Chai Nat,Muang Chai Nat,Khao Tha Phra,10076,107,27,35
Chai Nat,Muang Chai Nat,Nai Mueang,8943,148,51,45
Chai Nat,Muang Chai Nat,Nang Lue,6973,75,8,10
Chai Nat,Muang Chai Nat,Suea Hok,4936,20,14,9
Chai Nat,Muang Chai Nat,Tha Chai,7865,126,67,49
Chai Nat,Muang Chai Nat,Thammamun,7034,58,23,20
Chai Nat,Sankha Buri,Bang Khut,6414,60,10,1
Chai Nat,Sankha Buri,Don Kam,3040,36,8,16
Chai Nat,Sankha Buri,Dong Khon,10504,64,43,28
Chai Nat,Sankha Buri,Huai Krot/Huai Krot Phatthana,12711,127,44,44
Chai Nat,Sankha Buri,Pho Ngam,7409,62,13,0
Chai Nat,Sankha Buri,Phraek Si Racha,14971,116,50,28
Chai Nat,Sankha Buri,Thiang Thae,6294,29,23,14
Chai Nat,Sanphaya,Bang Luang,4987,42,25,13
Chai Nat,Sanphaya,Hat Asa,4888,48,3,14
Chai Nat,Sanphaya,Khao Kaeo,2869,35,14,7
Chai Nat,Sanphaya,Pho Nang Dam Ok,4246,21,5,4
Chai Nat,Sanphaya,Pho Nang Dam Tok,4216,47,33,21
Chai Nat,Sanphaya,Sapphaya,4516,61,25,7
Chai Nat,Sanphaya,Taluk,6807,66,37,45
Chai Nat,Wat Sing,Bo Rae,2632,4,1,4
Chai Nat,Wat Sing,Makham Thao,5241,25,2,7
Chai Nat,Wat Sing,Nong Bua,2976,18,4,1
Chai Nat,Wat Sing,Nong Khun,3659,11,0,0
Chai Nat,Wat Sing,Nong Noi,9902,58,3,2
Chai Nat,Wat Sing,Wat Sing,1702,23,14,10
Chaiyaphum,Thep Sathit,Huai Yai Chio,2473,0,0,0
Chaiyaphum,Thep Sathit,Wa Tabaek,14041,0,0,0
Kanchanaburi,Bo Phloi,Bo Phloi,11123,129,102,96
Kanchanaburi,Bo Phloi,Lum Rang,7758,109,59,58
Kanchanaburi,Bo Phloi,NA,12111,153,80,103
Kanchanaburi,Bo Phloi,Nong Kum,15278,87,31,37
Kanchanaburi,Bo Phloi,Nong Ri,5962,100,41,56
Kanchanaburi,Dan Makham Tia,Chorakhe Phueak,21,0,0,0
Kanchanaburi,Dan Makham Tia,Dan Makham Tia,2443,26,9,7
Kanchanaburi,Dan Makham Tia,Klondo,8220,99,71,105
Kanchanaburi,Dan Makham Tia,Nong Phai,680,10,11,25
Kanchanaburi,Huai Kra Chao,Don Salaep,8139,121,62,22
Kanchanaburi,Huai Kra Chao,Huai Krachao,9158,88,33,31
Kanchanaburi,Huai Kra Chao,Sa Long Ruea,5971,80,24,26
Kanchanaburi,Huai Kra Chao,Wang Phai,4363,39,22,34
Kanchanaburi,Lao Khwan,Lao Khwan,6618,71,22,6
Kanchanaburi,Lao Khwan,Nong Fai,5855,30,17,0
Kanchanaburi,Lao Khwan,Nong Nok Kaeo,6853,87,26,19
Kanchanaburi,Lao Khwan,Nong Pling,10606,84,40,46
Kanchanaburi,Lao Khwan,Nong Pradu,10039,54,28,15
Kanchanaburi,Lao Khwan,Nong Sano,9275,111,55,51
Kanchanaburi,Lao Khwan,Thung Krabam,9210,105,41,37
Kanchanaburi,Muang Kanchanaburi,Kaeng Sian,16397,274,184,153
Kanchanaburi,Muang Kanchanaburi,Ko Samrong,49104,1088,503,543
Kanchanaburi,Muang Kanchanaburi,Nong Bua,16899,355,203,256
Kanchanaburi,Muang Kanchanaburi,Nong Ya,9526,95,76,123
Kanchanaburi,Muang Kanchanaburi,Talat Ya,13834,113,82,73
Kanchanaburi,Muang Kanchanaburi,Tha Makham,11983,166,149,132
Kanchanaburi,Muang Kanchanaburi,Wang Dong,5111,40,32,57
Kanchanaburi,Muang Kanchanaburi,Wang Yen,3394,32,10,12
Kanchanaburi,Nong Prue,Nong Pla Lai,4593,22,22,45
Kanchanaburi,Nong Prue,Nong Prue,12309,82,53,84
Kanchanaburi,Nong Prue,Somdet Charoen,6605,79,55,136
Kanchanaburi,Phanom Thuan,Don Chedi,3267,55,38,31
Kanchanaburi,Phanom Thuan,Nong Rong,5358,98,64,69
Kanchanaburi,Phanom Thuan,Phanom Thuan,11248,163,104,107
Kanchanaburi,Phanom Thuan,Rang Wai,12067,403,229,295
Kanchanaburi,Phanom Thuan,Thung Samo,1652,108,85,78
